x-axis,SDA1,SCL1
+1.52109646E-03,+3.96197608113E+00,-19.33008166E-03
+1.52114146E-03,+3.96197608113E+00,-43.64834726E-03
+1.52118646E-03,+3.96197608113E+00,-43.64834726E-03
+1.52123146E-03,+3.96197608113E+00,-93.30146054E-03
+1.52127646E-03,+3.91448131090E+00,-117.61819571E-03
+1.52132146E-03,+3.93871757123E+00,-67.96406215E-03
+1.52136646E-03,+3.96197608113E+00,-93.30299096E-03
+1.52141146E-03,+3.96197608113E+00,-117.61819571E-03
+1.52145646E-03,+3.96197608113E+00,-67.96253173E-03
+1.52150146E-03,+3.91447887110E+00,-43.64834726E-03
+1.52154646E-03,+3.89122231305E+00,-43.64834726E-03
+1.52159146E-03,+3.89122231305E+00,-43.64834726E-03
+1.52163646E-03,+3.98621966087E+00,-93.30605180E-03
+1.52168146E-03,+3.98523068735E+00,-67.95998103E-03
+1.52172646E-03,+3.96197608113E+00,-43.64834726E-03
+1.52177146E-03,+3.96197608113E+00,-43.64834726E-03
+1.52181646E-03,+4.00947670689E+00,-93.30809236E-03
+1.52186146E-03,+3.98522873551E+00,-67.95794047E-03
+1.52190646E-03,+3.91447447946E+00,-43.64834726E-03
+1.52195146E-03,+3.93872440268E+00,-43.64834726E-03
+1.52199646E-03,+4.00947865873E+00,+6.01343841E-03
+1.52204146E-03,+3.98522678367E+00,-19.34079461E-03
+1.52208646E-03,+4.00947963465E+00,-43.64834726E-03
+1.52213146E-03,+3.98522580774E+00,-43.64834726E-03
+1.52217646E-03,+3.96197608113E+00,-43.64834726E-03
+1.52222146E-03,+3.96197608113E+00,-43.64834726E-03
+1.52226646E-03,+3.96197608113E+00,+6.01649925E-03
+1.52231146E-03,+3.96197608113E+00,-69.00921210E-03
+1.52235646E-03,+3.91446959986E+00,-18.28646213E-03
+1.52240146E-03,+3.98623625152E+00,-19.34487573E-03
+1.52244647E-03,+3.98522239202E+00,-43.64834726E-03
+1.52249147E-03,+3.96197608113E+00,-43.64834726E-03
+1.52253647E-03,+3.91446764801E+00,-43.64834726E-03
+1.52258147E-03,+3.93873123413E+00,-43.64834726E-03
+1.52262647E-03,+4.00948549017E+00,-93.31727489E-03
+1.52267147E-03,+3.98521995222E+00,-67.94875794E-03
+1.52271647E-03,+3.91446569617E+00,-43.64834726E-03
+1.52276147E-03,+3.93873318597E+00,-43.64834726E-03
+1.52280647E-03,+3.96197608113E+00,-43.64834726E-03
+1.52285147E-03,+3.96197608113E+00,-43.64834726E-03
+1.52289647E-03,+3.96197608113E+00,-43.64834726E-03
+1.52294147E-03,+3.96197608113E+00,-93.32084587E-03
+1.52298647E-03,+3.96197608113E+00,-117.61819571E-03
+1.52303147E-03,+3.91446228045E+00,-18.27115792E-03
+1.52307647E-03,+3.93873660169E+00,+30.32150120E-03
+1.52312147E-03,+3.96197608113E+00,-69.02757716E-03
+1.52316647E-03,+3.91446081657E+00,-67.94314640E-03
+1.52321147E-03,+3.89122231305E+00,-43.64834726E-03
+1.52325647E-03,+3.93873855353E+00,-143.00048645E-03
+1.52330147E-03,+3.91445935269E+00,-141.91146443E-03
+1.52334647E-03,+3.93873952945E+00,-67.94110583E-03
+1.52339147E-03,+3.96197608113E+00,-43.64834726E-03
+1.52343647E-03,+3.96197608113E+00,-43.64834726E-03
+1.52348147E-03,+3.96197608113E+00,-43.64834726E-03
+1.52352647E-03,+3.91445691289E+00,-43.64834726E-03
+1.52357147E-03,+3.93874196925E+00,-93.32798784E-03
+1.52361647E-03,+3.96197608113E+00,-67.93804499E-03
+1.52366147E-03,+3.96197608113E+00,-43.64834726E-03
+1.52370647E-03,+3.96197608113E+00,-43.64834726E-03
+1.52375147E-03,+3.96197608113E+00,-43.64834726E-03
+1.52379647E-03,+3.91445398512E+00,-93.33053854E-03
+1.52384147E-03,+3.93874489702E+00,-117.61819571E-03
+1.52388648E-03,+3.96197608113E+00,-67.93498415E-03
+1.52393148E-03,+3.96197608113E+00,-93.33206896E-03
+1.52397648E-03,+3.96197608113E+00,-117.61819571E-03
+1.52402148E-03,+3.96197608113E+00,-67.93345373E-03
+1.52406648E-03,+3.96197608113E+00,-43.64834726E-03
+1.52411148E-03,+3.91445056940E+00,-93.33410952E-03
+1.52415648E-03,+3.93874831274E+00,-117.61819571E-03
+1.52420148E-03,+3.91444959348E+00,-67.93141317E-03
+1.52424648E-03,+3.89122231305E+00,-43.64834726E-03
+1.52429148E-03,+3.93874977662E+00,+55.72725840E-03
+1.52433648E-03,+4.00950403267E+00,+104.29134965E-03
+1.52438148E-03,+3.98520140972E+00,+153.98017276E-03
+1.52442648E-03,+3.96197608113E+00,+227.95053135E-03
+1.52447148E-03,+3.96197608113E+00,+252.23104656E-03
+1.52451648E-03,+3.96197608113E+00,+252.23104656E-03
+1.52456148E-03,+3.91444568980E+00,+401.30363757E-03
+1.52460648E-03,+3.98628407164E+00,+474.14059192E-03
+1.52465148E-03,+3.98519848196E+00,+523.83247587E-03
+1.52469648E-03,+3.96197608113E+00,+647.49522855E-03
+1.52474148E-03,+4.00950842431E+00,+696.05013728E-03
+1.52478648E-03,+3.98519701808E+00,+745.74355165E-03
+1.52483148E-03,+4.00950940023E+00,+819.71391025E-03
+1.52487648E-03,+3.98519604216E+00,+893.68426884E-03
+1.52492148E-03,+3.96197608113E+00,+967.65462744E-03
+1.52496648E-03,+4.00951086411E+00,+942.23407616E-03
+1.52501148E-03,+3.98519457828E+00,+1.06704757786E+00
+1.52505648E-03,+4.00951184003E+00,+1.09017275279E+00
+1.52510148E-03,+3.98519360236E+00,+1.11559636491E+00
+1.52514648E-03,+3.96197608113E+00,+1.23926421899E+00
+1.52519148E-03,+3.96197608113E+00,+1.23811091928E+00
+1.52523648E-03,+3.96197608113E+00,+1.31323610801E+00
+1.52528148E-03,+3.96197608113E+00,+1.36177877337E+00
+1.52532649E-03,+4.00951476780E+00,+1.36177877337E+00
+1.52537149E-03,+3.93765149997E+00,+1.46117886576E+00
+1.52541649E-03,+3.93876197563E+00,+1.50971847028E+00
+1.52546149E-03,+4.00951623168E+00,+1.55941953675E+00
+1.52550649E-03,+3.98518921072E+00,+1.63338989535E+00
+1.52555149E-03,+4.00951720760E+00,+1.70736025394E+00
+1.52559649E-03,+3.98518823479E+00,+1.68192541874E+00
+1.52564149E-03,+3.96197608113E+00,+1.70736127422E+00
+1.52568649E-03,+3.96197608113E+00,+1.78133163282E+00
+1.52573149E-03,+3.96197608113E+00,+1.80559786409E+00
+1.52577649E-03,+3.96197608113E+00,+1.85530250155E+00
+1.52582149E-03,+3.91443202691E+00,+1.92927286015E+00
+1.52586649E-03,+3.93876685523E+00,+1.95353756100E+00
+1.52591149E-03,+3.96197608113E+00,+1.95353756100E+00
+1.52595649E-03,+3.91443056302E+00,+2.00324423902E+00
+1.52600149E-03,+3.93876831911E+00,+2.02750740945E+00
+1.52604649E-03,+4.00952257516E+00,+2.02750740945E+00
+1.52609149E-03,+3.98518286723E+00,+2.12692382634E+00
+1.52613649E-03,+3.96197608113E+00,+2.17544710636E+00
+1.52618149E-03,+3.91442812322E+00,+2.17544710636E+00
+1.52622649E-03,+3.93877075892E+00,+2.17544710636E+00
+1.52627149E-03,+4.00952501496E+00,+2.17544710636E+00
+1.52631649E-03,+3.98518042743E+00,+2.27486862465E+00
+1.52636149E-03,+3.91442617138E+00,+2.27367553398E+00
+1.52640649E-03,+3.93877271076E+00,+2.29912873424E+00
+1.52645149E-03,+3.96197608113E+00,+2.37309909284E+00
+1.52649649E-03,+3.96197608113E+00,+2.34764385202E+00
+1.52654149E-03,+3.96197608113E+00,+2.42281342296E+00
+1.52658649E-03,+4.00952843069E+00,+2.42161268019E+00
+1.52663149E-03,+3.98517701171E+00,+2.54649964211E+00
+1.52667649E-03,+3.96197608113E+00,+2.56955135682E+00
+1.52672149E-03,+3.96197608113E+00,+2.49558099822E+00
+1.52676649E-03,+3.96197608113E+00,+2.57075822128E+00
+1.52681150E-03,+3.96197608113E+00,+2.61926619709E+00
+1.52685650E-03,+3.91442080382E+00,+2.61926619709E+00
+1.52690150E-03,+3.93877807832E+00,+2.61926619709E+00
+1.52694650E-03,+3.96197608113E+00,+2.66898409820E+00
+1.52699150E-03,+3.96197608113E+00,+2.69323604554E+00
+1.52703650E-03,+3.96197608113E+00,+2.74295496693E+00
+1.52708150E-03,+3.96197608113E+00,+2.76720589399E+00
+1.52712650E-03,+3.96197608113E+00,+2.81692583567E+00
+1.52717150E-03,+3.96197608113E+00,+2.79145529063E+00
+1.52721650E-03,+4.00953526213E+00,+2.76720589399E+00
+1.52726150E-03,+3.98517018026E+00,+2.81692736609E+00
+1.52730650E-03,+3.96197608113E+00,+2.84117574245E+00
+1.52735150E-03,+3.96197608113E+00,+2.84117574245E+00
+1.52739650E-03,+3.96197608113E+00,+2.89089874496E+00
+1.52744150E-03,+3.96197608113E+00,+2.96486910356E+00
+1.52748650E-03,+3.96197608113E+00,+2.98911543936E+00
+1.52753150E-03,+3.91441348441E+00,+2.93939090642E+00
+1.52757650E-03,+3.93878539773E+00,+2.96487063398E+00
+1.52762150E-03,+3.96197608113E+00,+3.03884099257E+00
+1.52766650E-03,+3.91441202053E+00,+3.01335922445E+00
+1.52771150E-03,+3.93878686161E+00,+3.03884201285E+00
+1.52775650E-03,+3.96197608113E+00,+3.06308528781E+00
+1.52780150E-03,+3.96197608113E+00,+3.06308528781E+00
+1.52784650E-03,+4.00954209358E+00,+3.06308528781E+00
+1.52789150E-03,+3.98516334881E+00,+3.11281390187E+00
+1.52793650E-03,+3.96197608113E+00,+3.13705513626E+00
+1.52798150E-03,+3.96197608113E+00,+3.18678477060E+00
+1.52802650E-03,+3.96197608113E+00,+3.16129484024E+00
+1.52807150E-03,+3.96197608113E+00,+3.18678579088E+00
+1.52811650E-03,+3.96197608113E+00,+3.21102498472E+00
+1.52816150E-03,+3.96197608113E+00,+3.26075665962E+00
+1.52820650E-03,+3.91440616501E+00,+3.23526264813E+00
+1.52825151E-03,+3.89122231305E+00,+3.21102498472E+00
+1.52829651E-03,+3.93879320509E+00,+3.26075819004E+00
+1.52834151E-03,+4.00954746114E+00,+3.28499483317E+00
+1.52838651E-03,+4.03272984922E+00,+3.33472905878E+00
+1.52843151E-03,+3.98515749329E+00,+3.35896468163E+00
+1.52847651E-03,+3.96197608113E+00,+3.35896468163E+00
+1.52852151E-03,+3.96197608113E+00,+3.30922892560E+00
+1.52856651E-03,+3.96197608113E+00,+3.28499483317E+00
+1.52861151E-03,+3.96197608113E+00,+3.33473160948E+00
+1.52865651E-03,+3.96197608113E+00,+3.40870196807E+00
+1.52870151E-03,+3.96197608113E+00,+3.38319673349E+00
+1.52874651E-03,+3.96197608113E+00,+3.40870298835E+00
+1.52879151E-03,+3.96197608113E+00,+3.43293453008E+00
+1.52883651E-03,+3.96197608113E+00,+3.43293453008E+00
+1.52888151E-03,+3.96197608113E+00,+3.38319469293E+00
+1.52892651E-03,+3.96197608113E+00,+3.40870502891E+00
+1.52897151E-03,+3.96197608113E+00,+3.48267538751E+00
+1.52901651E-03,+3.96197608113E+00,+3.45716301096E+00
+1.52906151E-03,+3.96197608113E+00,+3.48267640779E+00
+1.52910651E-03,+3.91439640580E+00,+3.55664676638E+00
+1.52915151E-03,+3.93880247634E+00,+3.53113132900E+00
+1.52919651E-03,+3.91439542988E+00,+3.55664778666E+00
+1.52924151E-03,+3.98638459148E+00,+3.58087422699E+00
+1.52928651E-03,+3.98514822204E+00,+3.53112979858E+00
+1.52933151E-03,+3.96197608113E+00,+3.55664931709E+00
+1.52937651E-03,+3.96197608113E+00,+3.58087422699E+00
+1.52942151E-03,+3.96197608113E+00,+3.58087422699E+00
+1.52946651E-03,+3.96197608113E+00,+3.58087422699E+00
+1.52951151E-03,+3.91439201415E+00,+3.58087422699E+00
+1.52955651E-03,+3.93880686799E+00,+3.63062171624E+00
+1.52960151E-03,+3.96197608113E+00,+3.60509607605E+00
+1.52964651E-03,+3.96197608113E+00,+3.58087422699E+00
+1.52969152E-03,+4.00956209995E+00,+3.63062324666E+00
+1.52973652E-03,+3.93755683566E+00,+3.10759924747E+00
+1.52978152E-03,+3.89122231305E+00,+1.99542506319E+00
+1.52982652E-03,+3.79604734764E+00,+887.18061738E-03
+1.52987152E-03,+3.79730274753E+00,+299.35513919E-03
+1.52991652E-03,+3.77288008634E+00,+29.00648697E-03
+1.52996152E-03,+3.74971477687E+00,-93.40042778E-03
+1.53000652E-03,+3.79730421142E+00,-67.86560505E-03
+1.53005152E-03,+3.77287862246E+00,-43.64834726E-03
+1.53009652E-03,+3.74971477687E+00,-43.64834726E-03
+1.53014152E-03,+3.22621489421E+00,-93.40246834E-03
+1.53018652E-03,+2.78105778239E+00,-67.86356449E-03
+1.53023152E-03,+1.73657076868E+00,-43.64834726E-03
+1.53027652E-03,+797.40927080E-03,-43.64834726E-03
+1.53032152E-03,+232.64526113E-03,-43.64834726E-03
+1.53036652E-03,+70.51883638E-03,-43.64834726E-03
+1.53041152E-03,+22.92501019E-03,-43.64834726E-03
+1.53045652E-03,-47.82924585E-03,+6.10934480E-03
+1.53050152E-03,-118.58350190E-03,-19.43670101E-03
+1.53054652E-03,-94.14717781E-03,-43.64834726E-03
+1.53059152E-03,-23.39292177E-03,-43.64834726E-03
+1.53063652E-03,-95.42746368E-03,-43.64834726E-03
+1.53068152E-03,-46.54895998E-03,-43.64834726E-03
+1.53072652E-03,-47.83217362E-03,-93.40910016E-03
+1.53077152E-03,-23.39096992E-03,-117.61819571E-03
+1.53081652E-03,-47.83314954E-03,-117.61819571E-03
+1.53086152E-03,-23.38999400E-03,-67.85591239E-03
+1.53090652E-03,-47.83412546E-03,-43.64834726E-03
+1.53095152E-03,-23.38901808E-03,-43.64834726E-03
+1.53099652E-03,-234.93171E-06,-43.64834726E-03
+1.53104152E-03,-47.83558934E-03,-43.64834726E-03
+1.53108652E-03,-70.98869979E-03,-43.64834726E-03
+1.53113153E-03,-70.98869979E-03,-43.64834726E-03
+1.53117653E-03,-70.98869979E-03,-93.41420157E-03
+1.53122153E-03,-70.98869979E-03,-67.85183126E-03
+1.53126653E-03,-70.98869979E-03,-43.64834726E-03
+1.53131153E-03,-70.98869979E-03,-93.41573199E-03
+1.53135653E-03,-23.38462644E-03,-67.85030084E-03
+1.53140153E-03,-234.93171E-06,-43.64834726E-03
+1.53144653E-03,-234.93171E-06,-43.64834726E-03
+1.53149153E-03,-234.93171E-06,-93.41777255E-03
+1.53153653E-03,-234.93171E-06,-117.61819571E-03
+1.53158153E-03,-234.93171E-06,-117.61819571E-03
+1.53162653E-03,-234.93171E-06,-117.61819571E-03
+1.53167153E-03,-47.84242078E-03,-67.84672986E-03
+1.53171653E-03,-70.98869979E-03,-93.42032325E-03
+1.53176153E-03,-70.98869979E-03,-18.07322344E-03
+1.53180653E-03,-70.98869979E-03,-19.45149508E-03
+1.53185153E-03,-23.37925888E-03,-43.64834726E-03
+1.53189653E-03,-234.93171E-06,-43.64834726E-03
+1.53194153E-03,-47.84534855E-03,-43.64834726E-03
+1.53198653E-03,-23.37779499E-03,-43.64834726E-03
+1.53203153E-03,-234.93171E-06,-93.42389423E-03
+1.53207653E-03,-95.45869315E-03,-67.84213860E-03
+1.53212153E-03,-94.13009920E-03,-43.64834726E-03
+1.53216653E-03,-23.37584315E-03,-43.64834726E-03
+1.53221153E-03,-47.84827631E-03,+6.12924028E-03
+1.53225653E-03,-70.98869979E-03,-69.23469416E-03
+1.53230153E-03,-70.98869979E-03,-67.83958789E-03
+1.53234653E-03,-23.37389131E-03,-43.64834726E-03
+1.53239153E-03,-47.85022815E-03,-43.64834726E-03
+1.53243653E-03,-70.98869979E-03,-43.64834726E-03
+1.53248153E-03,-23.37242743E-03,-43.64834726E-03
+1.53252653E-03,-234.93171E-06,-43.64834726E-03
+1.53257153E-03,-47.85217999E-03,-93.43001592E-03
+1.53261654E-03,-23.37096355E-03,-67.83601691E-03
+1.53266154E-03,-234.93171E-06,-43.64834726E-03
+1.53270654E-03,-234.93171E-06,-43.64834726E-03
+1.53275154E-03,-47.85413183E-03,-43.64834726E-03
+1.53279654E-03,-70.98869979E-03,-43.64834726E-03
+1.53284154E-03,-70.98869979E-03,-43.64834726E-03
+1.53288654E-03,-23.36803579E-03,-43.64834726E-03
+1.53293154E-03,-47.85608368E-03,-43.64834726E-03
+1.53297654E-03,-23.36705987E-03,-93.43460718E-03
+1.53302154E-03,-47.85705960E-03,-117.61819571E-03
+1.53306654E-03,-23.36608395E-03,-117.61819571E-03
+1.53311154E-03,-234.93171E-06,-67.83040537E-03
+1.53315654E-03,-47.85852348E-03,-43.64834726E-03
+1.53320154E-03,-23.36462006E-03,-93.43715789E-03
+1.53324654E-03,-47.85949940E-03,-67.82887495E-03
+1.53329154E-03,-70.98869979E-03,-93.43817817E-03
+1.53333654E-03,-23.36315618E-03,-67.82785466E-03
+1.53338154E-03,-234.93171E-06,-43.64834726E-03
+1.53342654E-03,-47.86145124E-03,-43.64834726E-03
+1.53347154E-03,-70.98869979E-03,-43.64834726E-03
+1.53351654E-03,-70.98869979E-03,-93.44072887E-03
+1.53356154E-03,-23.36071638E-03,-18.03241221E-03
+1.53360654E-03,-47.86340308E-03,-19.47190069E-03
+1.53365154E-03,-23.35974046E-03,-93.44225929E-03
+1.53369654E-03,-234.93171E-06,-67.82377354E-03
+1.53374154E-03,-95.49480222E-03,-43.64834726E-03
+1.53378654E-03,-94.11204467E-03,-43.64834726E-03
+1.53383154E-03,-23.35778862E-03,-43.64834726E-03
+1.53387654E-03,-47.86633084E-03,-93.44480999E-03
+1.53392154E-03,-23.35681270E-03,-67.82122284E-03
+1.53396654E-03,-234.93171E-06,-93.44583027E-03
+1.53401154E-03,-234.93171E-06,-67.82020256E-03
+1.53405655E-03,-47.86828268E-03,-43.64834726E-03
+1.53410155E-03,-70.98869979E-03,-43.64834726E-03
+1.53414655E-03,-70.98869979E-03,+6.15117632E-03
+1.53419155E-03,-23.35388494E-03,-69.27856624E-03
+1.53423655E-03,-47.87023453E-03,-117.61819571E-03
+1.53428155E-03,-70.98869979E-03,-18.01608772E-03
+1.53432655E-03,-70.98869979E-03,-69.28162708E-03
+1.53437155E-03,-23.35193309E-03,-67.81612144E-03
+1.53441655E-03,-234.93171E-06,+6.15423716E-03
+1.53446155E-03,-234.93171E-06,+30.32150120E-03
+1.53450655E-03,-47.87316229E-03,-19.48210350E-03
+1.53455155E-03,-70.98869979E-03,-43.64834726E-03
+1.53459655E-03,-70.98869979E-03,-43.64834726E-03
+1.53464155E-03,-70.98869979E-03,+6.15678786E-03
+1.53468655E-03,-70.98869979E-03,-19.48414406E-03
+1.53473155E-03,-70.98869979E-03,-43.64834726E-03
+1.53477655E-03,-70.98869979E-03,+6.15831828E-03
+1.53482155E-03,-23.34705349E-03,+129.93585256E-03
+1.53486655E-03,-234.93171E-06,+228.06888392E-03
+1.53491155E-03,-47.87755393E-03,+252.23104656E-03
+1.53495655E-03,-23.34558961E-03,+302.03975266E-03
+1.53500155E-03,-47.87852985E-03,+425.81932750E-03
+1.53504655E-03,-70.98869979E-03,+523.95031830E-03
+1.53509155E-03,-23.34412573E-03,+548.11044037E-03
+1.53513655E-03,-47.87999373E-03,+597.92118704E-03
+1.53518155E-03,-70.98869979E-03,+671.89154563E-03
+1.53522655E-03,-70.98869979E-03,+696.05013728E-03
+1.53527155E-03,-118.63522570E-03,+795.67469145E-03
+1.53531655E-03,-46.44844014E-03,+843.98983419E-03
+1.53536155E-03,-47.88243354E-03,+893.80313156E-03
+1.53540655E-03,-70.98869979E-03,+967.77349015E-03
+1.53545155E-03,-70.98869979E-03,+1.04174384874E+00
+1.53549656E-03,-70.98869979E-03,+1.11571420734E+00
+1.53554156E-03,-118.63815346E-03,+1.13986922801E+00
+1.53558656E-03,-94.09252625E-03,+1.13986922801E+00
+1.53563156E-03,-23.33827020E-03,+1.23950194442E+00
+1.53567656E-03,-234.93171E-06,+1.28780892491E+00
+1.53572156E-03,-47.88633722E-03,+1.33762630340E+00
+1.53576656E-03,-23.33680632E-03,+1.36177877337E+00
+1.53581156E-03,-47.88731314E-03,+1.46141557091E+00
+1.53585656E-03,-70.98869979E-03,+1.50971847028E+00
+1.53590156E-03,-70.98869979E-03,+1.55953788933E+00
+1.53594656E-03,-23.33485448E-03,+1.58368831873E+00
+1.53599156E-03,-47.88926498E-03,+1.63350875806E+00
+1.53603656E-03,-70.98869979E-03,+1.65765816718E+00
+1.53608156E-03,-118.64400899E-03,+1.70747962680E+00
+1.53612656E-03,-94.08667073E-03,+1.78144998539E+00
+1.53617156E-03,-70.98869979E-03,+1.80559786409E+00
+1.53621656E-03,-70.98869979E-03,+1.80559786409E+00
+1.53626156E-03,-70.98869979E-03,+1.80559786409E+00
+1.53630656E-03,-70.98869979E-03,+1.90524588472E+00
+1.53635156E-03,-70.98869979E-03,+1.95353756100E+00
+1.53639656E-03,-70.98869979E-03,+1.95353756100E+00
+1.53644156E-03,-23.32948692E-03,+1.95353756100E+00
+1.53648656E-03,-47.89463255E-03,+2.05318966275E+00
+1.53653156E-03,-118.64888859E-03,+2.10147725791E+00
+1.53657656E-03,-141.74246788E-03,+2.15130432906E+00
+1.53662156E-03,-94.08130316E-03,+2.17544710636E+00
+1.53666656E-03,-23.32704711E-03,+2.17544710636E+00
+1.53671156E-03,-47.89707235E-03,+2.22527570794E+00
+1.53675656E-03,-70.98869979E-03,+2.24941695482E+00
+1.53680156E-03,-166.31493292E-03,+2.24941695482E+00
+1.53684656E-03,-117.16902692E-03,+2.29924708681E+00
+1.53689156E-03,-70.98869979E-03,+2.32338680327E+00
+1.53693657E-03,-70.98869979E-03,+2.32338680327E+00
+1.53698157E-03,-70.98869979E-03,+2.37321846569E+00
+1.53702657E-03,-70.98869979E-03,+2.49702099685E+00
+1.53707157E-03,-70.98869979E-03,+2.44563098323E+00
+1.53711657E-03,-118.65523208E-03,+2.49702303741E+00
+1.53716157E-03,-94.07544764E-03,+2.49546264565E+00
+1.53720657E-03,-23.32119159E-03,+2.52116071330E+00
+1.53725157E-03,-47.90292787E-03,+2.59513107189E+00
+1.53729657E-03,-70.98869979E-03,+2.61926619709E+00
+1.53734157E-03,-118.65767188E-03,+2.66910194063E+00
+1.53738657E-03,-46.40354779E-03,+2.69323604554E+00
+1.53743157E-03,-47.90487971E-03,+2.69323604554E+00
+1.53747657E-03,-23.31826383E-03,+2.74307331950E+00
+1.53752157E-03,-47.90585563E-03,+2.71736810989E+00
+1.53756657E-03,-70.98869979E-03,+2.74307433978E+00
+1.53761157E-03,-23.31679995E-03,+2.81704469838E+00
+1.53765657E-03,-47.90731952E-03,+2.84117574245E+00
+1.53770157E-03,-70.98869979E-03,+2.84117574245E+00
+1.53774657E-03,-70.98869979E-03,+2.84117574245E+00
+1.53779157E-03,-70.98869979E-03,+2.89101658739E+00
+1.53783657E-03,-70.98869979E-03,+2.86530423581E+00
+1.53788157E-03,-70.98869979E-03,+2.89101760768E+00
+1.53792657E-03,-23.31338422E-03,+2.91514559090E+00
+1.53797157E-03,-234.93171E-06,+2.96498847641E+00
+1.53801657E-03,-47.91122320E-03,+2.93927204371E+00
+1.53806157E-03,-70.98869979E-03,+2.96498949669E+00
+1.53810657E-03,-23.31143238E-03,+2.98911543936E+00
+1.53815157E-03,-47.91268708E-03,+2.98911543936E+00
+1.53819657E-03,-70.98869979E-03,+3.03896087557E+00
+1.53824157E-03,-118.66743109E-03,+3.06308528781E+00
+1.53828657E-03,-94.06324863E-03,+3.11293174430E+00
+1.53833157E-03,-70.98869979E-03,+3.13705513626E+00
+1.53837658E-03,-70.98869979E-03,+3.13705513626E+00
+1.53842158E-03,-23.30801666E-03,+3.13705513626E+00
+1.53846658E-03,-47.91610280E-03,+3.18690363332E+00
+1.53851158E-03,-118.67035885E-03,+3.16117597752E+00
+1.53855658E-03,-141.74246788E-03,+3.18690465360E+00
+1.53860158E-03,-141.74246788E-03,+3.21102498472E+00
+1.53864658E-03,-141.74246788E-03,+3.21102498472E+00
+1.53869158E-03,-94.05885698E-03,+3.26087603247E+00
+1.53873658E-03,-23.30460094E-03,+3.28499483317E+00
+1.53878158E-03,-47.91951853E-03,+3.23514276513E+00
+1.53882658E-03,-118.67377457E-03,+3.21102498472E+00
+1.53887158E-03,-94.05690514E-03,+3.26087807303E+00
+1.53891658E-03,-118.67475049E-03,+3.33484843163E+00
+1.53896158E-03,-46.36939056E-03,+3.30911057303E+00
+1.53900658E-03,-234.93171E-06,+3.33484945191E+00
+1.53905158E-03,-95.60996087E-03,+3.35896468163E+00
+1.53909658E-03,-141.74246788E-03,+3.40882032064E+00
+1.53914158E-03,-141.74246788E-03,+3.38307838092E+00
+1.53918658E-03,-94.05348942E-03,+3.35896468163E+00
+1.53923158E-03,-118.67816621E-03,+3.40882185107E+00
+1.53927658E-03,-94.05251350E-03,+3.43293453008E+00
+1.53932158E-03,-23.29825745E-03,+3.43293453008E+00
+1.53936658E-03,-47.92586201E-03,+3.38307583022E+00
+1.53941158E-03,-70.98869979E-03,+3.40882389163E+00
+1.53945658E-03,-118.68060602E-03,+3.48279425022E+00
+1.53950158E-03,-94.05007370E-03,+3.50690437853E+00
+1.53954658E-03,-118.68158194E-03,+3.45704363811E+00
+1.53959158E-03,-94.04909778E-03,+3.53265703121E+00
+1.53963658E-03,-70.98869979E-03,+3.58087422699E+00
+1.53968158E-03,-70.98869979E-03,+3.58087422699E+00
+1.53972658E-03,-70.98869979E-03,+3.58087422699E+00
+1.53977158E-03,-23.29337785E-03,+3.58087422699E+00
+1.53981658E-03,-234.93171E-06,+3.58087422699E+00
+1.53986159E-03,-234.93171E-06,+3.53100991558E+00
+1.53990659E-03,-47.93171753E-03,+3.55676920008E+00
+1.53995159E-03,-70.98869979E-03,+3.63073955867E+00
+1.53999659E-03,-70.98869979E-03,+3.60497823361E+00
+1.54004159E-03,-23.29045009E-03,+3.58087422699E+00
+1.54008659E-03,-47.93366938E-03,+3.58087422699E+00
+1.54013159E-03,-118.68792542E-03,+3.58087422699E+00
+1.54017659E-03,-94.04275429E-03,+3.38140269743E+00
+1.54022159E-03,-70.98869979E-03,+2.28762698258E+00
+1.54026659E-03,-118.68938930E-03,+907.95761604E-03
+1.54031159E-03,-141.74246788E-03,+374.40176630E-03
+1.54035659E-03,-46.33913702E-03,+76.85128026E-03
+1.54040159E-03,-47.93708510E-03,-43.64834726E-03
+1.54044659E-03,-70.98869979E-03,-93.51929049E-03
+1.54049159E-03,-70.98869979E-03,-67.74674234E-03
+1.54053659E-03,-70.98869979E-03,+6.22361625E-03
+1.54058159E-03,-70.98869979E-03,-19.55097246E-03
+1.54062659E-03,-70.98869979E-03,-43.64834726E-03
+1.54067159E-03,-70.98869979E-03,-43.64834726E-03
+1.54071659E-03,-23.28313068E-03,-93.52235133E-03
+1.54076159E-03,-47.94098878E-03,-67.74368150E-03
+1.54080659E-03,-70.98869979E-03,-43.64834726E-03
+1.54085159E-03,-70.98869979E-03,-43.64834726E-03
+1.54089659E-03,-70.98869979E-03,-43.64834726E-03
+1.54094159E-03,-70.98869979E-03,-43.64834726E-03
+1.54098659E-03,-70.98869979E-03,-43.64834726E-03
+1.54103159E-03,-70.98869979E-03,-43.64834726E-03
+1.54107659E-03,-70.98869979E-03,-43.64834726E-03
+1.54112159E-03,-70.98869979E-03,-43.64834726E-03
+1.54116659E-03,-70.98869979E-03,+6.23075822E-03
+1.54121159E-03,-70.98869979E-03,-19.55811442E-03
+1.54125659E-03,-70.98869979E-03,+6.23177850E-03
+1.54130160E-03,-70.98869979E-03,-19.55913470E-03
+1.54134660E-03,-23.27629923E-03,-93.52949330E-03
+1.54139160E-03,-47.94782023E-03,-67.73653953E-03
+1.54143660E-03,-70.98869979E-03,-93.53051358E-03
