Tid (s),Ackumulerad energi (J)
31.680,1.55361046
31.681,1.55365828
31.682,1.55370490
31.683,1.55375229
31.684,1.55379782
31.685,1.55384483
31.686,1.55389079
31.687,1.55393840
31.688,1.55398556
31.689,1.55403352
31.690,1.55408204
31.691,1.55412962
31.692,1.55417749
31.693,1.55422342
31.694,1.55427092
31.695,1.55431854
31.696,1.55436480
31.697,1.55441125
31.698,1.55445778
31.699,1.55450534
31.700,1.55455320
31.701,1.55459882
31.702,1.55464550
31.703,1.55469181
31.704,1.55474012
31.705,1.55478887
31.706,1.55483496
31.707,1.55488181
31.708,1.55492880
31.709,1.55497557
31.710,1.55502246
31.711,1.55506979
31.712,1.55511618
31.713,1.55516388
31.714,1.55521184
31.715,1.55525789
31.716,1.55530414
31.717,1.55535197
31.718,1.55539866
31.719,1.55544706
31.720,1.55549600
31.721,1.55554295
31.722,1.55559027
31.723,1.55563865
31.724,1.55568585
31.725,1.55573071
31.726,1.55577595
31.727,1.55582313
31.728,1.55587018
31.729,1.55591597
31.730,1.55596356
31.731,1.55601072
31.732,1.55605840
31.733,1.55610510
31.734,1.55615204
31.735,1.55620071
31.736,1.55624759
31.737,1.55629646
31.738,1.55634512
31.739,1.55639125
31.740,1.55643852
31.741,1.55648517
31.742,1.55653146
31.743,1.55657772
31.744,1.55662478
31.745,1.55667024
31.746,1.55671727
31.747,1.55676476
31.748,1.55681214
31.749,1.55685949
31.750,1.55690662
31.751,1.55695311
31.752,1.55700072
31.753,1.55704758
31.754,1.55709492
31.755,1.55714112
31.756,1.55718928
31.757,1.55723864
31.758,1.55728545
31.759,1.55733250
31.760,1.55738070
31.761,1.55742740
31.762,1.55747451
31.763,1.55752086
31.764,1.55756879
31.765,1.55761568
31.766,1.55766299
31.767,1.55771090
31.768,1.55775929
31.769,1.55780655
31.770,1.55785346
31.771,1.55789853
31.772,1.55794632
31.773,1.55799738
31.774,1.55804685
31.775,1.55809829
31.776,1.55814924
31.777,1.55819922
31.778,1.55824996
31.779,1.55830091
31.780,1.55835106
31.781,1.55840198
31.782,1.55845295
31.783,1.55850373
31.784,1.55855508
31.785,1.55860593
31.786,1.55865632
31.787,1.55870699
31.788,1.55875870
31.789,1.55881055
31.790,1.55886108
31.791,1.55891283
31.792,1.55896256
31.793,1.55901352
31.794,1.55906579
31.795,1.55911595
31.796,1.55916561
31.797,1.55921624
31.798,1.55926882
31.799,1.55931879
31.800,1.55936982
31.801,1.55942128
31.802,1.55947172
31.803,1.55952280
31.804,1.55957482
31.805,1.55962509
31.806,1.55967567
31.807,1.55972614
31.808,1.55977752
31.809,1.55982918
31.810,1.55988024
31.811,1.55993025
31.812,1.55997931
31.813,1.56003016
31.814,1.56008238
31.815,1.56013459
31.816,1.56018622
31.817,1.56023628
31.818,1.56028822
31.819,1.56034024
31.820,1.56039111
31.821,1.56044348
31.822,1.56049376
31.823,1.56054596
31.824,1.56059911
31.825,1.56065059
31.826,1.56070175
31.827,1.56075064
31.828,1.56080096
31.829,1.56085259
31.830,1.56090365
31.831,1.56095496
31.832,1.56100568
31.833,1.56105750
31.834,1.56110826
31.835,1.56115819
31.836,1.56120920
31.837,1.56125983
31.838,1.56130939
31.839,1.56136036
31.840,1.56141202
31.841,1.56146461
31.842,1.56151731
31.843,1.56156818
31.844,1.56161983
31.845,1.56167171
31.846,1.56172184
31.847,1.56177380
31.848,1.56182586
31.849,1.56187621
31.850,1.56192745
31.851,1.56197779
31.852,1.56202773
31.853,1.56207860
31.854,1.56212915
31.855,1.56217763
31.856,1.56222895
31.857,1.56227995
31.858,1.56233062
31.859,1.56238188
31.860,1.56243165
31.861,1.56248306
31.862,1.56253308
31.863,1.56258645
31.864,1.56263718
31.865,1.56268849
31.866,1.56273991
31.867,1.56278901
31.868,1.56283867
31.869,1.56288921
31.870,1.56293869
31.871,1.56299030
31.872,1.56304135
31.873,1.56309219
31.874,1.56314479
31.875,1.56319677
31.876,1.56324809
31.877,1.56330034
31.878,1.56335132
31.879,1.56340129
31.880,1.56345218
31.881,1.56350445
31.882,1.56355480
31.883,1.56360507
31.884,1.56365554
31.885,1.56370690
31.886,1.56375931
31.887,1.56381137
31.888,1.56386158
31.889,1.56391216
31.890,1.56396218
31.891,1.56401268
31.892,1.56406353
31.893,1.56411523
31.894,1.56416560
31.895,1.56421678
31.896,1.56426861
31.897,1.56431889
31.898,1.56436930
31.899,1.56442073
31.900,1.56447009
31.901,1.56452237
31.902,1.56457410
31.903,1.56462650
31.904,1.56467634
31.905,1.56472773
31.906,1.56477770
31.907,1.56482898
31.908,1.56488079
31.909,1.56493189
31.910,1.56498168
31.911,1.56503108
31.912,1.56508362
31.913,1.56513568
31.914,1.56518706
31.915,1.56523921
31.916,1.56529007
31.917,1.56534205
31.918,1.56539407
31.919,1.56544628
31.920,1.56549715
31.921,1.56554785
31.922,1.56559931
31.923,1.56565087
31.924,1.56570178
31.925,1.56575298
31.926,1.56580549
31.927,1.56585631
31.928,1.56590686
31.929,1.56595820
31.930,1.56601031
31.931,1.56606373
31.932,1.56611463
31.933,1.56616646
31.934,1.56621700
31.935,1.56626830
31.936,1.56632163
31.937,1.56637287
31.938,1.56642266
31.939,1.56647349
31.940,1.56652565
31.941,1.56657515
31.942,1.56662663
31.943,1.56667772
31.944,1.56672942
31.945,1.56677982
31.946,1.56683117
31.947,1.56688310
31.948,1.56693299
31.949,1.56698345
31.950,1.56703440
31.951,1.56708554
31.952,1.56713834
31.953,1.56718920
31.954,1.56723959
31.955,1.56728986
31.956,1.56734048
31.957,1.56739186
31.958,1.56744384
31.959,1.56749422
31.960,1.56754609
31.961,1.56759819
31.962,1.56764875
31.963,1.56770073
31.964,1.56775238
31.965,1.56780513
31.966,1.56785598
31.967,1.56790743
31.968,1.56795966
31.969,1.56800865
31.970,1.56806060
31.971,1.56811276
31.972,1.56816355
31.973,1.56821461
31.974,1.56826681
31.975,1.56831813
31.976,1.56836913
31.977,1.56842077
31.978,1.56847288
31.979,1.56852362
31.980,1.56857595
31.981,1.56862638
31.982,1.56867561
31.983,1.56872671
31.984,1.56877639
31.985,1.56882659
31.986,1.56887576
31.987,1.56892699
31.988,1.56897778
31.989,1.56902823
31.990,1.56907990
31.991,1.56913177
31.992,1.56918305
31.993,1.56923426
31.994,1.56928579
31.995,1.56933895
31.996,1.56939069
31.997,1.56944048
31.998,1.56949229
31.999,1.56954503
32.000,1.56959656
32.001,1.56964917
32.002,1.56970116
32.003,1.56975155
32.004,1.56980197
32.005,1.56985164
32.006,1.56990154
32.007,1.56995180
32.008,1.57000171
32.009,1.57005018
32.010,1.57010110
32.011,1.57015227
32.012,1.57020088
32.013,1.57025020
32.014,1.57030168
32.015,1.57035266
32.016,1.57040507
32.017,1.57045593
32.018,1.57050423
32.019,1.57055521
32.020,1.57060461
32.021,1.57065632
32.022,1.57070659
32.023,1.57075770
32.024,1.57080774
32.025,1.57085796
32.026,1.57090841
32.027,1.57096126
32.028,1.57101449
32.029,1.57106403
32.030,1.57111530
32.031,1.57116596
32.032,1.57121751
32.033,1.57126929
32.034,1.57131996
32.035,1.57137149
32.036,1.57142073
32.037,1.57147181
32.038,1.57152221
32.039,1.57157409
32.040,1.57162664
32.041,1.57167967
32.042,1.57173025
32.043,1.57178168
32.044,1.57183187
32.045,1.57188085
32.046,1.57193026
32.047,1.57198129
32.048,1.57203273
32.049,1.57208489
32.050,1.57213551
32.051,1.57218725
32.052,1.57223574
32.053,1.57228734
32.054,1.57233644
32.055,1.57238759
32.056,1.57243948
32.057,1.57249190
32.058,1.57254291
32.059,1.57259330
32.060,1.57264335
32.061,1.57269331
32.062,1.57274368
32.063,1.57279672
32.064,1.57284787
32.065,1.57289794
32.066,1.57294898
32.067,1.57300049
32.068,1.57305335
32.069,1.57310635
32.070,1.57315595
32.071,1.57320576
32.072,1.57325573
32.073,1.57330709
32.074,1.57335774
32.075,1.57340823
32.076,1.57346001
32.077,1.57351020
32.078,1.57356135
32.079,1.57361071
32.080,1.57366407
32.081,1.57371540
32.082,1.57376711
32.083,1.57381867
32.084,1.57386920
32.085,1.57392042
32.086,1.57397041
32.087,1.57402124
32.088,1.57407233
32.089,1.57412296
32.090,1.57417488
32.091,1.57422599
32.092,1.57427757
32.093,1.57432830
32.094,1.57438233
32.095,1.57443322
32.096,1.57448482
32.097,1.57453589
32.098,1.57458721
32.099,1.57463886
32.100,1.57468966
32.101,1.57473906
32.102,1.57479009
32.103,1.57484175
32.104,1.57489180
32.105,1.57494339
32.106,1.57499382
32.107,1.57504524
32.108,1.57509637
32.109,1.57514773
32.110,1.57519902
32.111,1.57525191
32.112,1.57530370
32.113,1.57535455
32.114,1.57540518
32.115,1.57545613
32.116,1.57550741
32.117,1.57555860
32.118,1.57560904
32.119,1.57565853
32.120,1.57570957
32.121,1.57576043
32.122,1.57581047
32.123,1.57586136
32.124,1.57591242
32.125,1.57596277
32.126,1.57601355
32.127,1.57606444
32.128,1.57611465
32.129,1.57616475
32.130,1.57621643
32.131,1.57626606
32.132,1.57631605
32.133,1.57636675
32.134,1.57641840
32.135,1.57646959
32.136,1.57652093
32.137,1.57657163
32.138,1.57662409
32.139,1.57667390
32.140,1.57672577
32.141,1.57677747
32.142,1.57682809
32.143,1.57687926
32.144,1.57693071
32.145,1.57698214
32.146,1.57703307
32.147,1.57708337
32.148,1.57713387
32.149,1.57718567
32.150,1.57723723
32.151,1.57728704
32.152,1.57733973
32.153,1.57739184
32.154,1.57744252
32.155,1.57749274
32.156,1.57754538
32.157,1.57759625
32.158,1.57764671
32.159,1.57769908
32.160,1.57775037
32.161,1.57780186
32.162,1.57785268
32.163,1.57790128
32.164,1.57795015
32.165,1.57800140
32.166,1.57805235
32.167,1.57810170
32.168,1.57815333
32.169,1.57820456
32.170,1.57825615
32.171,1.57830506
32.172,1.57835568
32.173,1.57840631
32.174,1.57845877
32.175,1.57850921
32.176,1.57856073
32.177,1.57861228
32.178,1.57866261
32.179,1.57871433
32.180,1.57876388
32.181,1.57881574
32.182,1.57886868
32.183,1.57891894
32.184,1.57897182
32.185,1.57902323
32.186,1.57907325
32.187,1.57912566
32.188,1.57917544
32.189,1.57922635
32.190,1.57927762
32.191,1.57932813
32.192,1.57937813
32.193,1.57943005
32.194,1.57948132
32.195,1.57953215
32.196,1.57958267
32.197,1.57963208
32.198,1.57968259
32.199,1.57973208
32.200,1.57978471
32.201,1.57983335
32.202,1.57988374
32.203,1.57993304
32.204,1.57998294
32.205,1.58003217
32.206,1.58008361
32.207,1.58013438
32.208,1.58018501
32.209,1.58023671
32.210,1.58028696
32.211,1.58033699
32.212,1.58038764
32.213,1.58043912
32.214,1.58049066
32.215,1.58054193
32.216,1.58059188
32.217,1.58064107
32.218,1.58069201
32.219,1.58074327
32.220,1.58079606
32.221,1.58084724
32.222,1.58089865
32.223,1.58095027
32.224,1.58100151
32.225,1.58105436
32.226,1.58110533
32.227,1.58115535
32.228,1.58120632
32.229,1.58125652
32.230,1.58130798
32.231,1.58135931
32.232,1.58140985
32.233,1.58146241
32.234,1.58151164
32.235,1.58156262
32.236,1.58161406
32.237,1.58166469
32.238,1.58171753
32.239,1.58176969
32.240,1.58182035
32.241,1.58187056
32.242,1.58192067
32.243,1.58197130
32.244,1.58202326
32.245,1.58207407
32.246,1.58212517
32.247,1.58217618
32.248,1.58222759
32.249,1.58227745
32.250,1.58232697
32.251,1.58238006
32.252,1.58243253
32.253,1.58248281
32.254,1.58253408
32.255,1.58258640
32.256,1.58263615
32.257,1.58268733
32.258,1.58273803
32.259,1.58278874
32.260,1.58283921
32.261,1.58289108
32.262,1.58294405
32.263,1.58299365
32.264,1.58304509
32.265,1.58309676
32.266,1.58314814
32.267,1.58320043
32.268,1.58325157
32.269,1.58330290
32.270,1.58335552
32.271,1.58340796
32.272,1.58346027
32.273,1.58351114
32.274,1.58356370
32.275,1.58361590
32.276,1.58366756
32.277,1.58371902
32.278,1.58377202
32.279,1.58382392
32.280,1.58387504
32.281,1.58392375
32.282,1.58397377
32.283,1.58402572
32.284,1.58407868
32.285,1.58413073
32.286,1.58417993
32.287,1.58423118
32.288,1.58428344
32.289,1.58433499
32.290,1.58438551
32.291,1.58443447
32.292,1.58448479
32.293,1.58453410
32.294,1.58458627
32.295,1.58463672
32.296,1.58468722
32.297,1.58473739
32.298,1.58478735
32.299,1.58483900
32.300,1.58488915
32.301,1.58493845
32.302,1.58498844
32.303,1.58503999
32.304,1.58509112
32.305,1.58514243
32.306,1.58519277
32.307,1.58524383
32.308,1.58529438
32.309,1.58534647
32.310,1.58539828
32.311,1.58544821
32.312,1.58549858
32.313,1.58554924
32.314,1.58560194
32.315,1.58565129
32.316,1.58570137
32.317,1.58575217
32.318,1.58580133
32.319,1.58585316
32.320,1.58590388
32.321,1.58595481
32.322,1.58600638
32.323,1.58605697
32.324,1.58610899
32.325,1.58615983
32.326,1.58621164
32.327,1.58626145
32.328,1.58631360
32.329,1.58636430
32.330,1.58641471
32.331,1.58646657
32.332,1.58651604
32.333,1.58656637
32.334,1.58661922
32.335,1.58666981
32.336,1.58672059
32.337,1.58677227
32.338,1.58682298
32.339,1.58687259
32.340,1.58692235
32.341,1.58697440
32.342,1.58702445
32.343,1.58707443
32.344,1.58712490
32.345,1.58717629
32.346,1.58722711
32.347,1.58727839
32.348,1.58733012
32.349,1.58737999
32.350,1.58743167
32.351,1.58748189
32.352,1.58753294
32.353,1.58758268
32.354,1.58763527
32.355,1.58768806
32.356,1.58773898
32.357,1.58779017
32.358,1.58784162
32.359,1.58789354
32.360,1.58794384
32.361,1.58799601
32.362,1.58804731
32.363,1.58809845
32.364,1.58814875
32.365,1.58819819
32.366,1.58824915
32.367,1.58830009
32.368,1.58834895
32.369,1.58839784
32.370,1.58844841
32.371,1.58849952
32.372,1.58855006
32.373,1.58860100
32.374,1.58865339
32.375,1.58870661
32.376,1.58875837
32.377,1.58880781
32.378,1.58886079
32.379,1.58891206
32.380,1.58896288
32.381,1.58901301
32.382,1.58906465
32.383,1.58911518
32.384,1.58916273
32.385,1.58921281
32.386,1.58926154
32.387,1.58931309
32.388,1.58936405
32.389,1.58941407
32.390,1.58946337
32.391,1.58951546
32.392,1.58956618
32.393,1.58961621
32.394,1.58966688
32.395,1.58971936
32.396,1.58977101
32.397,1.58982318
32.398,1.58987524
32.399,1.58992736
32.400,1.58997742
32.401,1.59002694
32.402,1.59007886
32.403,1.59012914
32.404,1.59018025
32.405,1.59023147
32.406,1.59028202
32.407,1.59033387
32.408,1.59038371
32.409,1.59043499
32.410,1.59048517
32.411,1.59053680
32.412,1.59058722
32.413,1.59063771
32.414,1.59068952
32.415,1.59074046
32.416,1.59079089
32.417,1.59084139
32.418,1.59089414
32.419,1.59094470
32.420,1.59099746
32.421,1.59104888
32.422,1.59109906
32.423,1.59115026
32.424,1.59120137
32.425,1.59125129
32.426,1.59130350
32.427,1.59135409
32.428,1.59140607
32.429,1.59145557
32.430,1.59150518
32.431,1.59155590
32.432,1.59160713
32.433,1.59166010
32.434,1.59171100
32.435,1.59176213
32.436,1.59181459
32.437,1.59186504
32.438,1.59191756
32.439,1.59196851
32.440,1.59202038
32.441,1.59207090
32.442,1.59212186
32.443,1.59217152
32.444,1.59222450
32.445,1.59227526
32.446,1.59232748
32.447,1.59237889
32.448,1.59242886
32.449,1.59248067
32.450,1.59253053
32.451,1.59258105
32.452,1.59263242
32.453,1.59268507
32.454,1.59273594
32.455,1.59278732
32.456,1.59283825
32.457,1.59288783
32.458,1.59294008
32.459,1.59299150
32.460,1.59304289
32.461,1.59309426
32.462,1.59314408
32.463,1.59319502
32.464,1.59324603
32.465,1.59329586
32.466,1.59334810
32.467,1.59339832
32.468,1.59344873
32.469,1.59350039
32.470,1.59354988
32.471,1.59360053
32.472,1.59365121
32.473,1.59370189
32.474,1.59375228
32.475,1.59380257
32.476,1.59385280
32.477,1.59390363
32.478,1.59395598
32.479,1.59400752
32.480,1.59405800
32.481,1.59410975
32.482,1.59416048
32.483,1.59420954
32.484,1.59426166
32.485,1.59431022
32.486,1.59435984
32.487,1.59440947
32.488,1.59446173
32.489,1.59451351
32.490,1.59456616
32.491,1.59461741
32.492,1.59466888
32.493,1.59471886
32.494,1.59476994
32.495,1.59482054
32.496,1.59487269
32.497,1.59492130
32.498,1.59497142
32.499,1.59502266
32.500,1.59507438
32.501,1.59512412
32.502,1.59517520
32.503,1.59522551
32.504,1.59527545
32.505,1.59532563
32.506,1.59537675
32.507,1.59542859
32.508,1.59547910
32.509,1.59552999
32.510,1.59558221
32.511,1.59562951
32.512,1.59567762
32.513,1.59572568
32.514,1.59577228
32.515,1.59581860
32.516,1.59586483
32.517,1.59591198
32.518,1.59595810
32.519,1.59600737
32.520,1.59605496
32.521,1.59610293
32.522,1.59615030
32.523,1.59619477
32.524,1.59624265
32.525,1.59629136
32.526,1.59633713
32.527,1.59638360
32.528,1.59643161
32.529,1.59647623
32.530,1.59652275
32.531,1.59657019
32.532,1.59661677
32.533,1.59666190
32.534,1.59670896
32.535,1.59675820
32.536,1.59680548
32.537,1.59685196
32.538,1.59689655
32.539,1.59694339
32.540,1.59698966
32.541,1.59703523
32.542,1.59708258
32.543,1.59712908
32.544,1.59717729
32.545,1.59722651
32.546,1.59727368
32.547,1.59731938
32.548,1.59736646
32.549,1.59741325
32.550,1.59745913
32.551,1.59750787
32.552,1.59755525
32.553,1.59760359
32.554,1.59765196
32.555,1.59769900
32.556,1.59774598
32.557,1.59779165
32.558,1.59783749
32.559,1.59788543
32.560,1.59793359
32.561,1.59797916
32.562,1.59802572
32.563,1.59807298
32.564,1.59812079
32.565,1.59816868
32.566,1.59821471
32.567,1.59826004
32.568,1.59830655
32.569,1.59835337
32.570,1.59840110
32.571,1.59844779
32.572,1.59849490
32.573,1.59854304
32.574,1.59858946
32.575,1.59863574
32.576,1.59868450
32.577,1.59873102
32.578,1.59877746
32.579,1.59882294
32.580,1.59886879
32.581,1.59891696
32.582,1.59896466
32.583,1.59901100
32.584,1.59905819
32.585,1.59910592
32.586,1.59915162
32.587,1.59919833
32.588,1.59924610
32.589,1.59929311
32.590,1.59934076
32.591,1.59938733
32.592,1.59943495
32.593,1.59948240
32.594,1.59953028
32.595,1.59957737
32.596,1.59962502
32.597,1.59967008
32.598,1.59971968
32.599,1.59976708
32.600,1.59981334
32.601,1.59986036
32.602,1.59990628
32.603,1.59995361
32.604,1.60000203
32.605,1.60004914
32.606,1.60009594
32.607,1.60014218
32.608,1.60018888
32.609,1.60023799
32.610,1.60028382
32.611,1.60033019
32.612,1.60037667
32.613,1.60042477
32.614,1.60047148
32.615,1.60051738
32.616,1.60056391
32.617,1.60061000
32.618,1.60065735
32.619,1.60070318
32.620,1.60074982
32.621,1.60079699
32.622,1.60084345
32.623,1.60089186
32.624,1.60094038
32.625,1.60098844
32.626,1.60103553
32.627,1.60108283
32.628,1.60113006
32.629,1.60117548
32.630,1.60122396
32.631,1.60127157
32.632,1.60131850
32.633,1.60136638
32.634,1.60141166
32.635,1.60146006
32.636,1.60150747
32.637,1.60155605
32.638,1.60160277
32.639,1.60164910
32.640,1.60169728
32.641,1.60174279
32.642,1.60179025
32.643,1.60183560
32.644,1.60188213
32.645,1.60192896
32.646,1.60197664
32.647,1.60202484
32.648,1.60207257
32.649,1.60211768
32.650,1.60216512
32.651,1.60221231
32.652,1.60226039
32.653,1.60230819
32.654,1.60235400
32.655,1.60240203
32.656,1.60244910
32.657,1.60249587
32.658,1.60254290
32.659,1.60259141
32.660,1.60263770
32.661,1.60268482
32.662,1.60273187
32.663,1.60277990
32.664,1.60282633
32.665,1.60287236
32.666,1.60291876
32.667,1.60296452
32.668,1.60301151
32.669,1.60305895
32.670,1.60310401
32.671,1.60314896
32.672,1.60319712
32.673,1.60324467
32.674,1.60329234
32.675,1.60333714
32.676,1.60338555
32.677,1.60343144
32.678,1.60347875
32.679,1.60352536
32.680,1.60357391
32.681,1.60362113
32.682,1.60366817
32.683,1.60371543
32.684,1.60376371
32.685,1.60381014
32.686,1.60385684
32.687,1.60390546
32.688,1.60395225
32.689,1.60399916
32.690,1.60404488
32.691,1.60409340
32.692,1.60414157
32.693,1.60418845
32.694,1.60423451
32.695,1.60428162
32.696,1.60432910
32.697,1.60437671
32.698,1.60442261
32.699,1.60447054
32.700,1.60451748
32.701,1.60456481
32.702,1.60461196
32.703,1.60465792
32.704,1.60470671
32.705,1.60475569
32.706,1.60480278
32.707,1.60484923
32.708,1.60489756
32.709,1.60494576
32.710,1.60499180
32.711,1.60503888
32.712,1.60508642
32.713,1.60513451
32.714,1.60518291
32.715,1.60523121
32.716,1.60527854
32.717,1.60532502
32.718,1.60537271
32.719,1.60541635
32.720,1.60546402
32.721,1.60551132
32.722,1.60555912
32.723,1.60560540
32.724,1.60565262
32.725,1.60569938
32.726,1.60574568
32.727,1.60579255
32.728,1.60583971
32.729,1.60588697
32.730,1.60593501
32.731,1.60598176
32.732,1.60602802
32.733,1.60607489
32.734,1.60612043
32.735,1.60616684
32.736,1.60621449
32.737,1.60626112
32.738,1.60630732
32.739,1.60635448
32.740,1.60640121
32.741,1.60644948
32.742,1.60649639
32.743,1.60654387
32.744,1.60659038
32.745,1.60663840
32.746,1.60668582
32.747,1.60673452
32.748,1.60678058
32.749,1.60682713
32.750,1.60687538
32.751,1.60692158
32.752,1.60696726
32.753,1.60701302
32.754,1.60705987
32.755,1.60710745
32.756,1.60715526
32.757,1.60720216
32.758,1.60725081
32.759,1.60729755
32.760,1.60734640
32.761,1.60739139
32.762,1.60744011
32.763,1.60748698
32.764,1.60753449
32.765,1.60758275
32.766,1.60762930
32.767,1.60767612
32.768,1.60772424
32.769,1.60777204
32.770,1.60781989
32.771,1.60786779
32.772,1.60791613
32.773,1.60796223
32.774,1.60800802
32.775,1.60805595
32.776,1.60810306
32.777,1.60814908
32.778,1.60819401
32.779,1.60823990
32.780,1.60828715
32.781,1.60833520
32.782,1.60838182
32.783,1.60842683
32.784,1.60847367
32.785,1.60852153
32.786,1.60856976
32.787,1.60861845
32.788,1.60866587
32.789,1.60871345
32.790,1.60876181
32.791,1.60881005
32.792,1.60885764
32.793,1.60890551
32.794,1.60895170
32.795,1.60899789
32.796,1.60904383
32.797,1.60909022
32.798,1.60913851
32.799,1.60918726
32.800,1.60923341
32.801,1.60928125
32.802,1.60932874
32.803,1.60937466
32.804,1.60942012
32.805,1.60946642
32.806,1.60951258
32.807,1.60955835
32.808,1.60960540
32.809,1.60965221
32.810,1.60969755
32.811,1.60974385
32.812,1.60979169
32.813,1.60983960
32.814,1.60988713
32.815,1.60993232
32.816,1.60998028
32.817,1.61002500
32.818,1.61007200
32.819,1.61011805
32.820,1.61016564
32.821,1.61021220
32.822,1.61026019
32.823,1.61030747
32.824,1.61035461
32.825,1.61040174
32.826,1.61044791
32.827,1.61049452
32.828,1.61054124
32.829,1.61058878
32.830,1.61063539
32.831,1.61068342
32.832,1.61072994
32.833,1.61077853
32.834,1.61082532
32.835,1.61087270
32.836,1.61091917
32.837,1.61096605
32.838,1.61101262
32.839,1.61106010
32.840,1.61110742
32.841,1.61115433
32.842,1.61120181
32.843,1.61124967
32.844,1.61129587
32.845,1.61134343
32.846,1.61139053
32.847,1.61143794
32.848,1.61148455
32.849,1.61153063
32.850,1.61157843
32.851,1.61162512
32.852,1.61167260
32.853,1.61171769
32.854,1.61176579
32.855,1.61181203
32.856,1.61185948
32.857,1.61190660
32.858,1.61195328
32.859,1.61200199
32.860,1.61205163
32.861,1.61209980
32.862,1.61214763
32.863,1.61219333
32.864,1.61223968
32.865,1.61228743
32.866,1.61233518
32.867,1.61238283
32.868,1.61242981
32.869,1.61247849
32.870,1.61252488
32.871,1.61257269
32.872,1.61261926
32.873,1.61266499
32.874,1.61271199
32.875,1.61275937
32.876,1.61280583
32.877,1.61285193
32.878,1.61289945
32.879,1.61294754
32.880,1.61299598
32.881,1.61304231
32.882,1.61308901
32.883,1.61313671
32.884,1.61318342
32.885,1.61322887
32.886,1.61327535
32.887,1.61332139
32.888,1.61336847
32.889,1.61341556
32.890,1.61346145
32.891,1.61350995
32.892,1.61355817
32.893,1.61360510
32.894,1.61365024
32.895,1.61369674
32.896,1.61374537
32.897,1.61379185
32.898,1.61383786
32.899,1.61388566
32.900,1.61393169
32.901,1.61397898
32.902,1.61402525
32.903,1.61407179
32.904,1.61411987
32.905,1.61416648
32.906,1.61421294
32.907,1.61426025
32.908,1.61430877
32.909,1.61435545
32.910,1.61440322
32.911,1.61444944
32.912,1.61449613
32.913,1.61454358
32.914,1.61459015
32.915,1.61463709
32.916,1.61468225
32.917,1.61472864
32.918,1.61477549
32.919,1.61482305
32.920,1.61487200
32.921,1.61491888
32.922,1.61496601
32.923,1.61501325
32.924,1.61506097
32.925,1.61510630
32.926,1.61515460
32.927,1.61520228
32.928,1.61524796
32.929,1.61529500
32.930,1.61534171
32.931,1.61538732
32.932,1.61543488
32.933,1.61548218
32.934,1.61553003
32.935,1.61557479
32.936,1.61562071
32.937,1.61566804
32.938,1.61571465
32.939,1.61576189
32.940,1.61580746
32.941,1.61585373
32.942,1.61590102
32.943,1.61594763
32.944,1.61599457
32.945,1.61604159
32.946,1.61608857
32.947,1.61613382
32.948,1.61618027
32.949,1.61622789
32.950,1.61627564
32.951,1.61632274
32.952,1.61637087
32.953,1.61641763
32.954,1.61646573
32.955,1.61651206
32.956,1.61655806
32.957,1.61660461
32.958,1.61665171
32.959,1.61669908
32.960,1.61674615
32.961,1.61679278
32.962,1.61684059
32.963,1.61688695
32.964,1.61693195
32.965,1.61697774
32.966,1.61702580
32.967,1.61707269
32.968,1.61712021
32.969,1.61716777
32.970,1.61721592
32.971,1.61726072
32.972,1.61730845
32.973,1.61735613
32.974,1.61740276
32.975,1.61745078
32.976,1.61749722
32.977,1.61754306
32.978,1.61758945
32.979,1.61763660
32.980,1.61768414
32.981,1.61773204
32.982,1.61777838
32.983,1.61782521
32.984,1.61787253
32.985,1.61792056
32.986,1.61796720
32.987,1.61801319
32.988,1.61806089
32.989,1.61810673
32.990,1.61815413
32.991,1.61820081
32.992,1.61824761
32.993,1.61829460
32.994,1.61834102
32.995,1.61838776
32.996,1.61843507
32.997,1.61848324
32.998,1.61853054
32.999,1.61858090
33.000,1.61863204
33.001,1.61868333
33.002,1.61873458
33.003,1.61878716
33.004,1.61883861
33.005,1.61888895
33.006,1.61893941
33.007,1.61898951
33.008,1.61904016
33.009,1.61909040
33.010,1.61914206
33.011,1.61919324
33.012,1.61924438
33.013,1.61929542
33.014,1.61934648
33.015,1.61939760
33.016,1.61944722
33.017,1.61949985
33.018,1.61954973
33.019,1.61960109
33.020,1.61965219
33.021,1.61970383
33.022,1.61975519
33.023,1.61980730
33.024,1.61985938
33.025,1.61991036
33.026,1.61995969
33.027,1.62000977
33.028,1.62006194
33.029,1.62011321
33.030,1.62016418
33.031,1.62021538
33.032,1.62026571
33.033,1.62031552
33.034,1.62036562
33.035,1.62041562
33.036,1.62046748
33.037,1.62051760
33.038,1.62056990
33.039,1.62061992
33.040,1.62067055
33.041,1.62072195
33.042,1.62077289
33.043,1.62082405
33.044,1.62087473
33.045,1.62092630
33.046,1.62097669
33.047,1.62102649
33.048,1.62107666
33.049,1.62112799
33.050,1.62117832
33.051,1.62123076
33.052,1.62128138
33.053,1.62133164
33.054,1.62138244
33.055,1.62143271
33.056,1.62148127
33.057,1.62153292
33.058,1.62158366
33.059,1.62163733
33.060,1.62168956
33.061,1.62174240
33.062,1.62179293
33.063,1.62184329
33.064,1.62189323
33.065,1.62194387
33.066,1.62199439
33.067,1.62204448
33.068,1.62209606
33.069,1.62214858
33.070,1.62220014
33.071,1.62225170
33.072,1.62230257
33.073,1.62235392
33.074,1.62240464
33.075,1.62245652
33.076,1.62250855
33.077,1.62256154
