Level	Date and Time	Source	Event ID	Task Category
Information	30-10-2021 18:08:27	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: 9WZDNCRFHWD2-Microsoft.MicrosoftSolitaireCollection
Information	30-10-2021 18:08:17	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: 9WZDNCRFHVQM-MICROSOFT.WINDOWSCOMMUNICATIONSAPPS
Information	30-10-2021 18:08:13	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\Microsoft.MicrosoftSolitaireCollection_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	30-10-2021 18:08:11	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\microsoft.windowscommunicationsapps_16005.14326.20544.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	30-10-2021 18:08:11	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: 9WZDNCRFHWD2-Microsoft.MicrosoftSolitaireCollection
Information	30-10-2021 18:08:06	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftSolitaireCollection_4.10.10270.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	30-10-2021 18:07:51	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: 9WZDNCRFJ3PT-MICROSOFT.ZUNEMUSIC
Information	30-10-2021 18:07:39	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\Microsoft.ZuneMusic_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 20 keys and creating 3 modified pages.
Information	30-10-2021 18:07:37	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: 9WZDNCRFJ3PT-MICROSOFT.ZUNEMUSIC
Information	30-10-2021 18:07:30	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ZuneMusic_10.21102.10421.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	30-10-2021 18:07:11	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	30-10-2021 18:07:04	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: 9PMMSR1CGPWG-Microsoft.HEIFImageExtension
Information	30-10-2021 18:06:57	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\Microsoft.HEIFImageExtension_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	30-10-2021 18:06:54	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: 9PMMSR1CGPWG-Microsoft.HEIFImageExtension
Information	30-10-2021 18:05:24	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	30-10-2021 18:05:24	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	30-10-2021 18:05:24	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	30-10-2021 18:04:49	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Information	30-10-2021 18:01:36	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information	30-10-2021 18:01:29	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\SystemAppData\Helium\UserClasses.dat was cleared updating 12 keys and creating 1 modified pages.
Information	30-10-2021 18:01:29	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\SystemAppData\Helium\User.dat was cleared updating 34 keys and creating 4 modified pages.
Information	30-10-2021 17:53:12	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.353.88.0)
Information	30-10-2021 17:52:51	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	30-10-2021 17:51:39	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 12 keys and creating 3 modified pages.
Information	30-10-2021 17:50:47	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.353.88.0)
Information	30-10-2021 17:50:41	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	30-10-2021 17:49:46	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning	30-10-2021 17:48:39	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	30-10-2021 17:47:20	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\Microsoft.XboxIdentityProvider_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	30-10-2021 17:47:16	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\Microsoft.People_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	30-10-2021 17:47:00	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 6 keys and creating 1 modified pages.
Information	30-10-2021 17:46:37	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎30T12:16:37.300198700Z from ‎2021‎-‎10‎-‎30T12:16:37.299554300Z.

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 7648).

RTC time: ‎2021‎-‎10‎-‎30T17:46:37.300198700Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	30-10-2021 17:46:37	Microsoft-Windows-Kernel-General	24	(11)	The time zone information was refreshed with exit reason 0. Current time zone bias is -330.
Information	30-10-2021 17:46:37	Microsoft-Windows-Time-Service	35	None	The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->40.81.94.65:123) with reference id 1096700200. Current local stratum number is 4.
Information	30-10-2021 17:46:30	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 32 keys and creating 9 modified pages.
Information	30-10-2021 17:46:21	Microsoft-Windows-Time-Service	37	None	The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->40.81.94.65:123).
Information	30-10-2021 17:45:53	Microsoft-Windows-Winlogon	7001	(1101)	User Logon Notification for Customer Experience Improvement Program
Information	30-10-2021 17:45:45	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎10‎-‎30T11:34:27.445006600Z
Wake Time: ‎2021‎-‎10‎-‎30T12:15:44.650971000Z

Wake Source: Power Button"
Information	30-10-2021 17:45:44	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 4 to 6.

Reason: 7"
Error	30-10-2021 17:45:45	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	30-10-2021 17:45:43	Microsoft-Windows-Time-Service	158	None	The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Warning	30-10-2021 17:45:43	Microsoft-Windows-Time-Service	134	None	NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)
Information	30-10-2021 17:45:43	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 3 to 4.

Reason: 7"
Information	30-10-2021 17:45:41	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 2159446, SuspendEnd: 2159447
Information	30-10-2021 17:45:41	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 1, FullResume: 1026, AverageResume: 1026
Information	30-10-2021 17:45:41	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎30T12:15:41.500000000Z from ‎2021‎-‎10‎-‎30T11:34:37.667985200Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎10‎-‎30T17:45:41.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	30-10-2021 17:04:37	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	30-10-2021 17:04:32	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	30-10-2021 17:04:29	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 1 to 3.

Reason: 7"
Information	30-10-2021 17:03:29	Microsoft-Windows-Kernel-General	15	(10)	Hive \??\Volume{637580df-304c-4bcc-9806-433c61606458}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{3D58FFB5-1A3D-4DB6-821E-27EF364D9159} was reorganized with a starting size of 114028544 bytes and an ending size of 107732992 bytes.
Information	30-10-2021 17:03:13	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\Volume{637580df-304c-4bcc-9806-433c61606458}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{D5D1346D-5008-4C54-9D8E-1C4672ECC533} was cleared updating 754 keys and creating 83 modified pages.
Information	30-10-2021 17:03:13	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\Volume{637580df-304c-4bcc-9806-433c61606458}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{575899EE-D5C8-4DD2-87DA-D6DC0B463856} was cleared updating 14537 keys and creating 2426 modified pages.
Information	30-10-2021 17:03:11	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\Volume{637580df-304c-4bcc-9806-433c61606458}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{64128816-C4F3-46C0-89A0-D909BFC9D445} was cleared updating 71 keys and creating 3 modified pages.
Information	30-10-2021 17:03:10	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\Volume{637580df-304c-4bcc-9806-433c61606458}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{39E9E208-62B9-473B-B10D-1847FCD38471} was cleared updating 55 keys and creating 7 modified pages.
Information	30-10-2021 17:03:09	Microsoft-Windows-Kernel-General	15	(10)	Hive \??\Volume{637580df-304c-4bcc-9806-433c61606458}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{B33F8366-4279-4788-8DA6-7F613F8084D9} was reorganized with a starting size of 27373568 bytes and an ending size of 26636288 bytes.
Information	30-10-2021 17:02:34	Microsoft-Windows-Kernel-General	11	None	TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy5\WINDOWS\System32\config\DRIVERS (TM: {5e717bd0-3970-11ec-81e9-c0e4347bc379}, RM: {5e717bcf-3970-11ec-81e9-c0e4347bc379}) finished with result=0xC00000A2 (Internal code=7).
Information	30-10-2021 17:02:32	Microsoft-Windows-Kernel-General	11	None	TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy5\WINDOWS\System32\config\SYSTEM (TM: {5e717bcd-3970-11ec-81e9-c0e4347bc379}, RM: {5e717bcc-3970-11ec-81e9-c0e4347bc379}) finished with result=0xC00000A2 (Internal code=7).
Information	30-10-2021 17:02:32	Microsoft-Windows-Kernel-General	15	(10)	Hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy5\WINDOWS\System32\config\SYSTEM was reorganized with a starting size of 27373568 bytes and an ending size of 26636288 bytes.
Information	30-10-2021 17:01:43	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	30-10-2021 16:59:39	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	30-10-2021 16:57:53	Microsoft-Windows-Time-Service	158	None	The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information	30-10-2021 16:57:35	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  MpKslfbe9ddc0
Service File Name:  C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{EADB08D8-F27D-43F9-8513-555A09BBF10A}\MpKslDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information	30-10-2021 16:46:27	Microsoft-Windows-Ntfs	98	None	Volume Windows (\Device\HarddiskVolumeShadowCopy6) is healthy.  No action is needed.
Error	30-10-2021 16:41:09	Service Control Manager	7009	None	A timeout was reached (30000 milliseconds) while waiting for the Intel(R) SUR QC Software Asset Manager service to connect.
Warning	30-10-2021 16:40:35	Microsoft-Windows-Time-Service	134	None	NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)
Warning	30-10-2021 16:40:33	Microsoft-Windows-Time-Service	134	None	NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)
Information	30-10-2021 16:40:33	Microsoft-Windows-Time-Service	158	None	The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information	30-10-2021 16:40:02	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 0 to 1.

Reason: 7"
Information	30-10-2021 16:34:52	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	30-10-2021 16:31:02	Microsoft-Windows-TPM-WMI	1025	None	The TPM was successfully provisioned and is now ready for use.
Information	30-10-2021 16:30:58	Microsoft-Windows-TPM-WMI	1282	None	The TBS device identifier has been generated.
Information	30-10-2021 16:30:46	TPM	18	None	This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information	30-10-2021 16:30:46	Service Control Manager	7026	None	"The following boot-start or system-start driver(s) did not load: 
dam
WinSetupMon"
Warning	30-10-2021 16:30:32	Microsoft-Windows-Kernel-Processor-Power	37	(7)	The speed of processor 7 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Information	30-10-2021 16:30:27	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_21306a77b30fd6e0\esif_uf.exe (process ID:5488) reset policy scheme from {48684d4a-8524-4093-8a63-ea7132b79c1c} to {48684d4a-8524-4093-8a63-ea7132b79c1c}
Information	30-10-2021 16:30:27	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_21306a77b30fd6e0\esif_uf.exe (process ID:5488) reset policy scheme from {48684d4a-8524-4093-8a63-ea7132b79c1c} to {48684d4a-8524-4093-8a63-ea7132b79c1c}
Information	30-10-2021 16:30:22	Microsoft-Windows-WLAN-AutoConfig	4000	None	"WLAN AutoConfig service has successfully started.
"
Information	30-10-2021 16:29:58	Microsoft-Windows-FilterManager	6	None	File System Filter 'bindflt' (10.0, ‎1970‎-‎08‎-‎19T06:40:34.000000000Z) has successfully loaded and registered with Filter Manager.
Information	30-10-2021 16:29:58	Microsoft-Windows-FilterManager	6	None	File System Filter 'storqosflt' (10.0, ‎1990‎-‎03‎-‎04T19:48:49.000000000Z) has successfully loaded and registered with Filter Manager.
Information	30-10-2021 16:29:58	Microsoft-Windows-FilterManager	6	None	File System Filter 'CldFlt' (10.0, ‎1986‎-‎05‎-‎22T18:16:22.000000000Z) has successfully loaded and registered with Filter Manager.
Information	30-10-2021 16:29:58	Microsoft-Windows-FilterManager	1	None	File System Filter 'CldFlt' (Version 10.0, ‎1986‎-‎05‎-‎22T18:16:22.000000000Z) unloaded successfully.
Information	30-10-2021 16:29:58	Microsoft-Windows-FilterManager	6	None	File System Filter 'CldFlt' (10.0, ‎1986‎-‎05‎-‎22T18:16:22.000000000Z) has successfully loaded and registered with Filter Manager.
Information	30-10-2021 16:29:57	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	30-10-2021 16:29:57	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	30-10-2021 16:29:57	Microsoft-Windows-Dhcp-Client	50103	Service State Event	DHCPv4 client registered for shutdown notification
Information	30-10-2021 16:29:57	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	30-10-2021 16:29:57	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\svchost.exe (process ID:1676) reset policy scheme from {48684d4a-8524-4093-8a63-ea7132b79c1c} to {48684d4a-8524-4093-8a63-ea7132b79c1c}
Information	30-10-2021 16:29:57	Microsoft-Windows-FilterManager	6	None	File System Filter 'luafv' (10.0, ‎2058‎-‎03‎-‎26T06:07:33.000000000Z) has successfully loaded and registered with Filter Manager.
Information	30-10-2021 16:29:55	Microsoft-Windows-FilterManager	6	None	File System Filter 'wcifs' (10.0, ‎1991‎-‎06‎-‎21T12:00:29.000000000Z) has successfully loaded and registered with Filter Manager.
Information	30-10-2021 16:29:53	Microsoft-Windows-Directory-Services-SAM	16983	None	"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information	30-10-2021 16:29:53	Microsoft-Windows-Directory-Services-SAM	16977	None	"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information	30-10-2021 16:29:53	Microsoft-Windows-Directory-Services-SAM	16962	None	"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information	30-10-2021 16:29:53	Microsoft-Windows-Wininit	14	None	Credential Guard configuration: 0x0, 0
Information	30-10-2021 16:29:49	Microsoft-Windows-Kernel-General	24	(11)	The time zone information was refreshed with exit reason 0. Current time zone bias is -330.
Information	30-10-2021 16:29:41	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{c386ec05-0800-406a-b64e-447dfac340c8} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information	30-10-2021 16:29:40	Microsoft-Windows-Ntfs	98	None	Volume E: (\Device\HarddiskVolume5) is healthy.  No action is needed.
Information	30-10-2021 16:29:39	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{5db82c8c-c006-49d6-8c98-08debef57484} (\Device\HarddiskVolume6) is healthy.  No action is needed.
Information	30-10-2021 16:29:21	MEIx64	2	None	Intel(R) Management Engine Interface driver has started successfully.
Information	30-10-2021 16:29:21	Microsoft-Windows-Kernel-Power	521	(220)	Active battery count change.
Information	30-10-2021 16:29:21	Microsoft-Windows-Kernel-Power	521	(220)	Active battery count change.
Error	30-10-2021 16:29:21	VBoxNetLwf	12	None	The driver detected an internal driver error on \Device\VBoxNetLwf.
Information	30-10-2021 16:29:21	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 7 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2112
Maximum performance percentage: 200
Minimum performance percentage: 38
Minimum throttle percentage: 4"
Information	30-10-2021 16:29:21	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 5 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2112
Maximum performance percentage: 200
Minimum performance percentage: 38
Minimum throttle percentage: 4"
Information	30-10-2021 16:29:21	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2112
Maximum performance percentage: 200
Minimum performance percentage: 38
Minimum throttle percentage: 4"
Information	30-10-2021 16:29:21	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2112
Maximum performance percentage: 200
Minimum performance percentage: 38
Minimum throttle percentage: 4"
Information	30-10-2021 16:29:21	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 6 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2112
Maximum performance percentage: 200
Minimum performance percentage: 42
Minimum throttle percentage: 4"
Information	30-10-2021 16:29:21	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 4 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2112
Maximum performance percentage: 200
Minimum performance percentage: 38
Minimum throttle percentage: 4"
Information	30-10-2021 16:29:21	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2112
Maximum performance percentage: 200
Minimum performance percentage: 38
Minimum throttle percentage: 4"
Information	30-10-2021 16:29:21	Microsoft-Windows-Kernel-Processor-Power	55	(47)	"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2112
Maximum performance percentage: 200
Minimum performance percentage: 19
Minimum throttle percentage: 4"
Warning	30-10-2021 16:29:18	Microsoft-Windows-Kernel-PnP	219	(212)	The driver \Driver\WudfRd failed to load for the device PCI\VEN_8086&DEV_1903&SUBSYS_86B4103C&REV_0C\3&11583659&2&20.
Information	30-10-2021 16:29:18	Microsoft-Windows-DriverFrameworks-UserMode	10118	Startup of the UMDF reflector	UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts.
Information	30-10-2021 16:29:18	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: NIC compliance
Critical	30-10-2021 16:29:18	Microsoft-Windows-Kernel-Power	41	(63)	The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.
Information	30-10-2021 16:29:17	Microsoft-Windows-FilterManager	6	None	File System Filter 'npsvctrig' (10.0, ‎2104‎-‎06‎-‎16T05:01:44.000000000Z) has successfully loaded and registered with Filter Manager.
Information	30-10-2021 16:29:16	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileCrypt' (10.0, ‎2102‎-‎10‎-‎25T08:50:26.000000000Z) has successfully loaded and registered with Filter Manager.
Information	30-10-2021 16:29:15	Microsoft-Windows-Ntfs	98	None	Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information	30-10-2021 16:28:54	Microsoft-Windows-FilterManager	6	None	File System Filter 'WdFilter' (10.0, ‎2099‎-‎03‎-‎18T06:00:38.000000000Z) has successfully loaded and registered with Filter Manager.
Information	30-10-2021 16:28:54	Microsoft-Windows-FilterManager	6	None	File System Filter 'Wof' (10.0, ‎2061‎-‎09‎-‎05T19:26:37.000000000Z) has successfully loaded and registered with Filter Manager.
Information	30-10-2021 16:28:54	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileInfo' (10.0, ‎1970‎-‎09‎-‎04T04:26:45.000000000Z) has successfully loaded and registered with Filter Manager.
Information	30-10-2021 16:30:30	EventLog	6013	None	The system uptime is 97 seconds.
Information	30-10-2021 16:30:30	EventLog	6005	None	The Event log service was started.
Information	30-10-2021 16:30:30	EventLog	6009	None	Microsoft (R) Windows (R) 10.00. 22000  Multiprocessor Free.
Error	30-10-2021 16:30:30	EventLog	6008	None	The previous system shutdown at 4:20:51 PM on ‎10/‎30/‎2021 was unexpected.
Information	30-10-2021 16:30:30	RST Middleware	27	None	Found passthru disk: SCSI Port: 0, SCSI Bus: 0, SCSI Target: 1, SATA , 0 bytes, hp       DVDRW GUE1N                   
Information	30-10-2021 16:30:30	RST Middleware	27	None	Found passthru disk: SCSI Port: 0, SCSI Bus: 0, SCSI Target: 0, SATA HDD, 1000204886016 bytes, ST1000LM035-1RK172                     
Information	30-10-2021 16:28:53	Microsoft-Windows-HAL	16	None	The iommu fault reporting has been initialized.
Information	30-10-2021 16:28:53	Microsoft-Windows-Kernel-General	20	(6)	"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information	30-10-2021 16:28:53	Microsoft-Windows-Kernel-Boot	30	(21)	The firmware reported boot metrics.
Information	30-10-2021 16:28:53	Microsoft-Windows-Kernel-Boot	27	(33)	The boot type was 0x0.
Information	30-10-2021 16:28:53	Microsoft-Windows-Kernel-Boot	25	(32)	The boot menu policy was 0x1.
Information	30-10-2021 16:28:53	Microsoft-Windows-Kernel-Boot	238	(101)	EFI time zone bias: 2047. Daylight flags: 0. Firmware time: ‎2021‎-‎10‎-‎30T16:28:51.000000000Z.
